,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,type,city
595,1,0,3.6,129,1,24,1501,600.0,4,1
597,0,0,3.3,62,1,6,2239,800.0,4,1
599,1,0,3.6,24,1,24,1662,600.0,4,1
601,0,0,2.6,283,1,24,1597,600.0,4,1
602,0,0,3.6,42,1,14,310,300.0,4,1
603,0,0,3.4,10,1,73,1490,300.0,4,1
604,0,0,3.7,39,1,24,1858,950.0,4,1
605,1,0,3.8,59,1,24,1662,750.0,4,1
606,1,0,3.5,179,1,24,1683,600.0,4,1
607,0,0,3.8,62,1,73,2191,150.0,4,1
608,0,0,3.4,6,1,24,870,500.0,4,1
609,0,0,3.1,30,1,6,782,1000.0,4,1
610,0,0,3.5,10,1,73,2175,300.0,4,1
611,0,0,3.6,36,1,24,1582,500.0,4,1
612,0,0,3.7,31,1,16,479,300.0,4,1
614,0,0,3.2,11,1,16,500,600.0,4,1
615,0,0,3.0,98,1,6,1662,800.0,4,1
616,0,0,3.5,18,1,14,1403,150.0,4,1
617,0,0,3.5,10,1,24,2239,500.0,4,1
618,0,0,2.7,128,1,24,843,850.0,4,1
620,1,0,2.8,45,1,24,2060,800.0,4,1
621,1,0,3.2,119,1,24,1662,400.0,4,1
622,1,0,3.4,12,1,14,300,150.0,4,1
624,0,0,3.3,4,1,16,602,500.0,4,1
629,1,0,3.5,41,79,55,2051,400.0,4,1
630,1,0,3.7,405,1,24,2049,750.0,4,1
631,1,0,3.9,388,1,24,424,650.0,4,1
632,0,0,4.7,651,1,73,2164,100.0,4,1
634,1,0,4.3,734,1,73,2253,200.0,4,1
635,0,0,3.7,21,1,73,1597,450.0,4,1
636,0,0,4.0,1047,1,73,1345,450.0,4,1
637,1,0,3.8,505,1,73,461,450.0,4,1
638,0,0,3.6,55,1,73,1120,200.0,4,1
639,1,0,3.9,264,1,73,2164,200.0,4,1
640,1,0,3.8,133,1,73,1506,300.0,4,1
642,1,0,3.9,286,1,73,461,500.0,4,1
643,0,0,4.4,343,1,73,2164,100.0,4,1
644,1,0,3.6,66,1,73,2164,150.0,4,1
645,1,0,3.4,10,1,73,2164,100.0,4,1
646,1,0,3.8,61,1,73,1662,300.0,4,1
647,0,0,3.8,70,1,73,1108,500.0,4,1
648,1,0,3.6,28,1,73,433,300.0,4,1
649,1,0,3.8,70,1,73,2164,100.0,4,1
650,1,0,3.8,28,1,73,1098,150.0,4,1
651,1,0,3.5,15,1,73,1966,250.0,4,1
652,1,0,3.8,131,1,73,335,250.0,4,1
653,0,0,3.8,19,1,73,2164,150.0,4,1
654,1,0,3.7,237,1,73,2213,200.0,4,1
655,1,0,3.3,6,1,73,2236,500.0,4,1
656,1,0,4.1,201,1,73,2253,300.0,4,1
657,1,0,2.8,506,1,73,1841,500.0,4,1
658,0,0,4.1,520,1,73,357,300.0,4,1
660,1,0,3.8,104,1,73,369,300.0,4,1
661,0,0,3.7,88,1,73,2236,300.0,4,1
662,1,0,3.6,95,1,73,2277,150.0,4,1
663,1,0,3.7,136,1,73,2100,600.0,4,1
664,1,0,3.8,101,1,73,369,400.0,4,1
665,1,0,4.2,60,1,73,2253,200.0,4,1
666,0,0,3.9,88,1,73,2164,250.0,4,1
667,0,0,3.5,8,1,73,2164,200.0,4,1
668,0,0,3.4,145,1,73,1192,300.0,4,1
669,1,0,3.6,46,1,73,1161,500.0,4,1
670,1,0,3.4,22,1,73,2164,200.0,4,1
671,1,0,3.9,57,1,73,2253,200.0,4,1
672,0,0,3.8,189,1,73,2164,300.0,4,1
673,0,0,3.7,22,1,73,1098,500.0,4,1
674,1,0,3.6,18,1,73,1189,250.0,4,1
675,1,0,3.7,73,1,73,369,400.0,4,1
676,0,0,3.8,39,1,73,2199,350.0,4,1
677,1,0,3.9,540,1,73,2049,800.0,4,1
678,0,0,3.6,71,1,73,1949,250.0,4,1
679,1,0,3.6,24,1,73,360,250.0,4,1
681,0,0,3.5,11,1,73,2253,300.0,4,1
682,0,0,3.4,9,1,73,1498,350.0,4,1
683,0,0,3.5,12,1,73,1120,500.0,4,1
684,1,0,3.8,120,1,73,1844,250.0,4,1
685,1,0,3.0,82,1,73,2253,300.0,4,1
686,1,0,3.5,88,1,73,2242,350.0,4,1
688,1,0,4.0,17,1,73,2164,150.0,4,1
690,1,0,3.0,87,1,73,2052,600.0,4,1
691,1,0,3.4,14,1,73,2164,300.0,4,1
692,0,0,3.5,31,1,73,1597,200.0,4,1
693,0,0,3.5,17,1,73,2164,300.0,4,1
694,1,0,4.2,415,1,73,1649,500.0,4,1
695,1,0,3.3,128,1,73,1662,300.0,4,1
696,0,0,4.1,94,1,73,2164,100.0,4,1
697,0,0,3.8,64,1,73,1105,250.0,4,1
698,0,0,3.7,65,1,73,1206,300.0,4,1
699,1,0,3.4,7,1,73,1662,250.0,4,1
700,0,0,3.3,5,1,73,2164,350.0,4,1
701,0,0,3.5,52,1,73,2164,300.0,4,1
702,1,0,2.7,123,1,73,1098,200.0,4,1
703,1,0,3.0,290,1,73,1690,450.0,4,1
704,1,0,3.7,59,1,73,2009,200.0,4,1
705,0,0,3.7,130,1,73,2164,200.0,4,1
706,1,0,2.8,91,1,73,1714,400.0,4,1
707,1,0,3.3,12,1,73,335,300.0,4,1
708,1,0,3.5,80,1,73,2369,250.0,4,1
709,1,0,3.9,441,1,73,2242,400.0,4,1
710,0,0,3.4,10,1,73,1597,250.0,4,1
711,0,0,3.5,12,1,73,2293,100.0,4,1
712,0,0,3.4,7,1,73,2293,100.0,4,1
713,0,0,3.4,8,1,73,409,300.0,4,1
715,0,0,3.2,9,1,73,335,300.0,4,1
716,0,0,3.6,47,1,73,2293,150.0,4,1
717,0,0,3.1,29,1,73,1597,150.0,4,1
724,1,0,3.8,66,1,73,107,300.0,4,1
725,1,0,3.1,28,1,73,335,200.0,4,1
726,0,0,3.2,4,1,73,1098,200.0,4,1
727,0,0,3.3,7,1,73,1506,200.0,4,1
728,0,0,3.2,5,1,73,1949,250.0,4,1
729,0,0,3.1,6,1,73,1202,100.0,4,1
730,0,0,3.3,17,1,73,2310,200.0,4,1
731,0,0,3.0,27,1,73,2331,200.0,4,1
732,0,0,3.1,9,1,73,335,200.0,4,1
733,0,0,3.3,4,1,73,1406,200.0,4,1
739,0,0,3.7,21,1,73,1185,150.0,4,1
740,0,0,3.6,22,1,73,49,300.0,4,1
741,0,0,3.0,15,1,73,1662,300.0,4,1
757,1,0,3.4,19,1,73,2236,200.0,4,1
758,1,0,3.4,8,1,74,2172,250.0,4,1
760,1,0,3.6,84,1,73,2239,250.0,4,1
761,0,0,4.0,42,1,73,2277,300.0,4,1
763,1,0,3.0,213,1,73,1968,400.0,4,1
764,1,0,2.9,11,1,73,1597,500.0,4,1
765,1,0,3.8,58,1,73,2203,300.0,4,1
766,0,0,4.2,725,31,73,2175,350.0,4,1
767,1,0,3.9,750,4,24,1774,500.0,4,1
768,0,0,3.8,166,4,24,1935,600.0,4,1
769,0,0,4.4,4460,4,73,2164,150.0,4,1
770,0,0,3.9,153,4,24,2164,350.0,4,1
771,1,0,3.8,469,4,24,1683,750.0,4,1
772,1,0,4.1,364,4,24,2207,550.0,4,1
773,1,0,3.8,286,4,24,1597,600.0,4,1
774,1,0,3.8,527,4,24,1597,500.0,4,1
775,1,0,3.9,101,4,73,2164,150.0,4,1
776,1,0,4.1,558,4,73,2164,150.0,4,1
777,0,0,3.8,94,56,24,1662,550.0,4,1
778,0,0,3.8,148,4,26,1659,550.0,4,1
779,0,0,2.7,377,4,68,1793,1100.0,4,1
780,0,0,3.9,206,4,73,2231,450.0,4,1
781,1,0,3.3,5,4,25,2242,800.0,4,1
782,0,0,3.9,100,4,73,2239,300.0,4,1
783,1,0,4.2,444,4,73,2164,100.0,4,1
784,0,0,3.9,133,4,24,1343,650.0,4,1
785,1,0,4.0,219,4,16,626,600.0,4,1
786,0,0,4.2,253,4,73,2164,250.0,4,1
787,0,0,3.4,51,4,73,2196,350.0,4,1
788,0,0,3.7,61,4,24,443,600.0,4,1
789,1,0,3.8,155,56,24,2219,400.0,4,1
790,1,0,3.9,233,31,24,1373,800.0,4,1
791,1,0,3.7,264,56,24,1687,750.0,4,1
792,0,0,3.9,66,4,24,2164,400.0,4,1
793,0,0,4.1,238,4,73,2164,600.0,4,1
794,1,0,3.8,58,4,73,704,150.0,4,1
795,1,0,3.9,47,4,73,2164,200.0,4,1
796,1,0,3.5,155,4,73,369,400.0,4,1
797,1,0,4.1,176,4,24,86,800.0,4,1
798,1,0,3.7,93,4,73,2293,200.0,4,1
799,0,0,3.8,124,4,73,2218,300.0,4,1
800,1,0,4.3,275,4,73,2164,100.0,4,1
801,0,0,4.2,254,4,73,2164,150.0,4,1
802,0,0,4.1,177,4,73,2164,100.0,4,1
803,1,0,3.7,23,31,73,1764,300.0,4,1
804,1,0,4.0,132,4,73,1098,200.0,4,1
805,1,0,3.6,35,31,73,2143,300.0,4,1
806,1,0,3.8,74,4,73,2239,300.0,4,1
807,1,0,3.9,38,4,73,704,200.0,4,1
808,1,0,3.6,172,83,24,1662,700.0,4,1
809,1,0,3.4,4,4,24,1833,500.0,4,1
811,1,0,3.9,543,4,73,2213,300.0,4,1
812,0,0,4.0,52,4,73,2164,300.0,4,1
813,0,0,3.7,217,4,24,1779,450.0,4,1
814,0,0,2.9,34,4,24,2178,750.0,4,1
815,0,0,3.3,6,4,73,1897,300.0,4,1
816,1,0,3.6,15,4,73,2164,100.0,4,1
817,0,0,3.9,111,4,24,1748,700.0,4,1
818,1,0,3.8,133,4,73,2310,200.0,4,1
819,0,0,3.8,39,31,73,2236,250.0,4,1
820,0,0,4.0,64,4,73,2164,200.0,4,1
821,0,0,3.6,16,56,73,2164,300.0,4,1
822,1,0,3.8,25,4,73,2115,350.0,4,1
823,0,0,3.6,8,56,24,1952,800.0,4,1
824,0,0,3.3,6,4,24,2239,450.0,4,1
825,0,0,3.2,14,31,73,2164,250.0,4,1
826,0,0,3.6,46,4,73,98,450.0,4,1
827,0,0,3.8,148,4,73,1206,150.0,4,1
828,1,0,3.7,21,56,73,2164,300.0,4,1
830,0,0,3.8,55,79,55,825,300.0,4,1
833,1,0,3.7,67,48,24,1597,700.0,4,1
834,1,0,3.7,31,56,73,2236,300.0,4,1
835,0,0,3.3,4,31,73,2164,250.0,4,1
836,0,0,3.2,4,4,73,2175,100.0,4,1
838,0,0,3.9,26,4,73,2310,300.0,4,1
839,1,0,3.7,57,4,73,1402,200.0,4,1
840,1,0,3.2,71,4,73,462,600.0,4,1
842,0,0,3.6,22,4,73,1189,150.0,4,1
844,0,0,3.2,8,56,73,335,150.0,4,1
851,1,0,3.2,11,4,73,294,150.0,4,1
852,1,0,3.6,17,4,73,745,300.0,4,1
855,0,1,3.8,977,1,57,1214,1300.0,5,1
856,0,0,4.1,868,1,68,964,1200.0,5,1
857,0,0,3.7,43,1,7,1662,700.0,5,1
858,0,0,3.3,62,1,6,2239,800.0,5,1
859,0,0,3.1,30,1,6,782,1000.0,5,1
861,0,0,3.0,98,1,6,1662,800.0,5,1
862,0,0,2.7,377,4,68,1793,1100.0,5,1
863,1,1,4.4,2487,3,68,1859,900.0,0,2
864,1,1,4.2,1964,3,24,112,1000.0,0,2
865,1,0,4.3,3178,3,24,1929,750.0,0,2
866,1,0,3.3,455,3,24,59,550.0,0,2
867,0,0,3.1,19,3,24,1969,800.0,0,2
868,0,1,4.7,3845,29,24,1831,1600.0,0,2
869,0,0,4.3,353,29,24,1949,1200.0,0,2
870,0,1,4.1,1234,29,24,1962,800.0,0,2
871,1,1,4.1,1538,29,24,208,1000.0,0,2
872,0,1,3.9,49,29,24,1807,900.0,0,2
873,1,1,3.8,756,29,24,1597,1000.0,0,2
874,1,1,4.0,347,29,24,1798,1000.0,0,2
876,0,1,4.0,165,29,24,2242,1000.0,0,2
877,0,0,3.3,177,29,24,1698,950.0,0,2
878,0,0,2.7,43,29,24,1827,1000.0,0,2
879,1,0,3.0,102,0,24,2239,600.0,0,2
880,1,0,3.8,54,3,16,606,500.0,1,2
881,0,1,4.0,200,3,16,542,700.0,1,2
882,1,0,3.9,102,3,16,502,450.0,1,2
884,1,0,3.7,171,3,16,479,300.0,1,2
885,1,0,3.7,37,3,16,510,400.0,1,2
886,1,0,3.9,40,3,50,610,400.0,1,2
887,0,0,3.9,125,3,16,617,500.0,1,2
888,1,0,3.9,49,3,16,479,600.0,1,2
889,0,0,3.6,19,3,16,601,900.0,1,2
890,0,0,3.8,69,3,17,500,700.0,1,2
891,0,0,3.9,52,3,16,592,700.0,1,2
892,1,0,3.6,18,3,37,1055,900.0,1,2
893,0,0,3.9,78,3,16,479,350.0,1,2
894,0,1,3.6,39,3,19,665,800.0,1,2
895,1,0,2.7,48,3,76,749,650.0,1,2
896,0,0,3.6,13,3,16,479,700.0,1,2
898,0,0,3.3,14,3,19,579,700.0,1,2
899,0,0,3.7,9,3,16,609,400.0,1,2
902,1,0,4.1,46,29,16,680,600.0,1,2
903,0,0,4.0,129,29,16,542,600.0,1,2
905,1,1,3.9,727,29,16,578,800.0,1,2
907,0,0,4.1,521,29,16,566,550.0,1,2
908,1,0,4.1,203,29,76,518,650.0,1,2
909,1,1,4.4,4381,29,26,2043,600.0,1,2
910,1,0,3.7,131,29,16,682,400.0,1,2
911,0,0,3.7,34,29,16,513,500.0,1,2
912,1,0,3.7,46,29,16,454,450.0,1,2
913,1,0,3.6,10,29,16,485,500.0,1,2
914,1,0,2.6,18,29,16,902,500.0,1,2
915,0,0,3.4,48,29,16,601,550.0,1,2
916,0,0,3.4,6,29,16,662,600.0,1,2
919,1,0,3.7,127,29,16,638,700.0,1,2
920,1,0,2.7,85,29,16,672,500.0,1,2
921,0,0,3.2,11,0,16,616,500.0,1,2
922,1,0,4.5,1178,0,36,1275,500.0,2,2
923,1,0,3.7,335,0,24,83,800.0,2,2
924,1,0,3.8,254,0,24,401,800.0,2,2
925,1,0,3.6,21,3,73,2006,400.0,2,2
926,1,0,3.8,20,29,73,261,400.0,2,2
927,1,0,4.1,63,29,86,1194,300.0,2,2
928,1,0,4.0,244,0,73,272,400.0,2,2
929,1,0,3.4,9,29,86,137,400.0,2,2
930,1,0,3.6,113,29,86,1452,400.0,2,2
931,1,0,3.7,5,29,86,1661,400.0,2,2
932,1,0,2.9,255,0,73,1597,250.0,2,2
933,1,0,4.5,549,0,37,1047,400.0,2,2
934,1,0,4.1,775,0,73,2253,300.0,2,2
935,1,0,3.9,38,0,86,2164,250.0,2,2
936,1,0,3.6,208,29,86,405,300.0,2,2
937,1,0,4.1,739,29,36,782,500.0,2,2
938,1,0,3.8,310,3,73,1597,400.0,2,2
939,1,0,3.3,42,0,73,1098,500.0,2,2
940,1,0,4.0,126,0,73,1597,150.0,2,2
941,1,0,4.1,427,3,86,1918,500.0,2,2
942,1,0,4.0,197,0,73,1597,300.0,2,2
943,1,0,4.1,601,0,73,2053,700.0,2,2
944,1,0,3.9,488,29,86,390,400.0,2,2
945,1,0,4.0,396,3,73,2239,400.0,2,2
946,1,0,3.6,474,0,73,1714,450.0,2,2
947,1,0,2.9,172,0,73,1662,300.0,2,2
948,1,0,3.1,175,3,73,49,250.0,2,2
949,1,0,4.0,939,0,24,772,600.0,2,2
950,1,0,3.9,173,0,73,2026,250.0,2,2
951,1,0,3.9,77,3,73,1597,400.0,2,2
952,1,0,3.9,326,0,16,1660,200.0,2,2
953,1,0,3.3,212,29,73,336,350.0,2,2
954,1,0,4.1,464,0,73,1633,300.0,2,2
955,1,0,3.3,628,3,36,1264,450.0,2,2
956,1,0,3.6,518,29,24,2239,400.0,2,2
957,1,0,3.9,70,3,37,1041,350.0,2,2
958,1,0,3.9,62,29,73,467,300.0,2,2
961,1,0,4.4,819,31,37,1310,400.0,2,2
962,1,0,2.6,171,0,24,67,450.0,2,2
963,1,0,3.9,158,3,86,50,400.0,2,2
964,1,0,3.4,14,29,86,1597,200.0,2,2
965,1,1,4.2,1964,3,24,112,1000.0,2,2
966,1,0,3.7,207,0,73,782,300.0,2,2
967,1,0,4.0,138,3,36,335,650.0,2,2
968,1,0,3.3,455,3,24,59,550.0,2,2
969,1,0,3.9,14,29,86,86,400.0,2,2
970,1,0,3.4,13,3,24,1662,600.0,2,2
971,1,0,3.8,181,3,50,1635,600.0,2,2
972,1,0,3.6,140,3,73,1454,200.0,2,2
973,1,0,3.2,44,0,73,1662,300.0,2,2
974,1,0,3.6,43,29,73,446,300.0,2,2
975,1,0,2.7,159,29,73,2033,750.0,2,2
976,1,0,3.4,76,3,73,1662,450.0,2,2
977,1,0,3.6,16,29,56,354,100.0,2,2
978,1,0,3.5,74,3,73,1597,400.0,2,2
979,1,0,3.9,20,0,86,222,200.0,2,2
980,1,0,3.7,9,29,86,849,400.0,2,2
981,1,0,4.1,51,29,86,2253,200.0,2,2
982,1,0,3.5,53,3,73,1662,350.0,2,2
983,1,0,3.1,28,0,86,421,400.0,2,2
984,1,0,3.2,166,3,73,2100,600.0,2,2
985,1,0,3.9,50,3,73,1903,400.0,2,2
986,1,0,3.7,128,3,86,401,400.0,2,2
988,1,0,3.6,8,3,86,1360,500.0,2,2
989,1,0,2.9,126,0,73,782,300.0,2,2
990,1,0,3.4,24,29,86,1390,150.0,2,2
991,1,0,4.0,952,31,73,1874,400.0,2,2
992,1,0,3.4,51,37,73,369,400.0,2,2
993,1,0,3.8,472,3,73,462,600.0,2,2
994,1,1,4.0,739,3,24,421,800.0,2,2
995,1,0,4.0,117,3,24,2239,500.0,2,2
996,1,0,3.9,255,0,24,59,500.0,2,2
997,1,0,4.0,1974,29,24,419,800.0,2,2
998,1,0,3.7,65,29,73,1412,400.0,2,2
999,1,0,3.5,269,0,73,1584,600.0,2,2
1000,1,1,4.2,1428,29,24,82,800.0,2,2
1001,1,0,3.3,39,0,45,1597,400.0,2,2
1002,1,0,3.4,43,3,73,1101,400.0,2,2
1003,1,0,3.7,13,29,86,230,200.0,2,2
1004,1,0,3.6,34,29,73,843,200.0,2,2
1005,1,0,2.9,345,0,86,1644,450.0,2,2
1006,1,0,3.5,8,0,36,1662,600.0,2,2
1007,1,0,3.8,23,29,73,2077,150.0,2,2
1008,1,0,4.0,332,29,73,2239,300.0,2,2
1009,1,1,4.0,199,29,73,2052,700.0,2,2
1010,1,0,3.9,20,0,86,1064,300.0,2,2
1012,1,0,3.5,11,29,73,2236,200.0,2,2
1013,1,0,3.9,437,29,73,461,400.0,2,2
1014,1,0,3.8,207,3,24,340,700.0,2,2
1015,1,1,4.4,4381,29,26,2043,600.0,2,2
1016,1,0,3.8,55,3,73,2239,300.0,2,2
1017,1,0,3.2,19,0,73,1662,400.0,2,2
1018,1,0,4.0,597,3,73,1597,400.0,2,2
1019,1,0,3.5,16,29,86,107,400.0,2,2
1020,1,0,3.6,35,29,73,1662,200.0,2,2
1021,1,0,3.5,9,3,73,1108,250.0,2,2
1022,1,0,3.0,102,0,24,2239,600.0,2,2
1023,1,0,3.9,189,0,73,369,300.0,2,2
1024,1,0,3.7,131,29,16,682,400.0,2,2
1025,1,0,4.2,373,29,24,382,750.0,2,2
1026,1,0,3.9,435,0,24,258,650.0,2,2
1027,1,0,3.3,6,3,73,1688,300.0,2,2
1028,1,0,4.1,292,0,24,359,700.0,2,2
1029,1,0,3.6,137,3,73,107,300.0,2,2
1030,1,0,3.2,133,3,24,1684,500.0,2,2
1031,1,0,3.9,37,29,86,2122,250.0,2,2
1032,1,0,3.7,170,29,73,1182,200.0,2,2
1033,1,0,3.7,21,0,73,759,400.0,2,2
1034,1,0,3.6,794,3,24,406,550.0,2,2
1035,1,0,4.6,404,3,24,0,1000.0,2,2
1036,1,0,3.9,100,0,24,772,600.0,2,2
1037,1,0,3.9,38,29,11,306,300.0,2,2
1038,1,0,3.2,93,3,73,1662,350.0,2,2
1039,1,0,3.3,58,0,73,335,300.0,2,2
1040,1,1,3.9,561,3,24,1597,900.0,2,2
1041,1,1,3.9,486,0,16,971,700.0,2,2
1042,1,0,3.6,102,3,73,1693,500.0,2,2
1043,1,0,3.5,89,3,73,1635,500.0,2,2
1044,1,0,3.5,17,37,24,2199,450.0,2,2
1045,1,0,3.9,320,3,24,1662,650.0,2,2
1046,1,0,4.1,237,29,37,1066,500.0,2,2
1047,1,0,3.8,37,3,73,1172,250.0,2,2
1048,1,0,3.7,27,0,73,1454,400.0,2,2
1049,1,1,3.9,1227,3,24,152,900.0,2,2
1050,1,0,3.9,32,0,0,230,500.0,2,2
1051,1,0,4.0,95,3,36,1527,600.0,2,2
1052,1,1,4.1,1538,29,24,208,1000.0,2,2
1053,1,0,3.7,110,3,24,50,800.0,2,2
1054,1,0,3.2,45,3,36,1774,400.0,2,2
1055,1,0,4.1,381,0,73,107,250.0,2,2
1056,1,0,3.8,87,3,86,1172,100.0,2,2
1057,1,0,3.7,18,3,37,1064,300.0,2,2
1058,1,0,3.9,251,3,36,1649,500.0,2,2
1059,1,0,3.0,353,29,73,1786,400.0,2,2
1060,1,0,4.0,205,29,36,1635,450.0,2,2
1061,1,0,3.9,183,0,73,1192,250.0,2,2
1062,1,0,3.9,99,3,37,1310,400.0,2,2
1063,1,0,3.9,13,0,73,2112,100.0,2,2
1064,1,0,4.1,260,29,73,1597,300.0,2,2
1065,1,0,3.9,355,0,73,1662,400.0,2,2
1066,1,0,4.1,83,0,73,1174,400.0,2,2
1067,1,0,2.5,321,29,73,1721,400.0,2,2
1068,1,0,3.9,362,0,24,1597,600.0,2,2
1069,1,1,4.2,2166,29,71,11,1200.0,2,2
1070,1,0,3.7,43,0,24,59,550.0,2,2
1071,1,0,3.8,30,3,73,2239,300.0,2,2
1072,1,0,4.0,182,29,83,1541,400.0,2,2
1073,1,0,3.4,9,29,36,1621,450.0,2,2
1074,1,0,3.8,265,3,36,1684,400.0,2,2
1075,1,0,3.1,41,0,73,1651,800.0,2,2
1076,1,1,3.8,500,3,24,1982,1000.0,2,2
1077,1,0,3.1,7,29,86,1414,400.0,2,2
1078,1,0,4.0,532,3,24,850,800.0,2,2
1079,1,0,3.4,23,0,36,448,300.0,2,2
1080,1,0,3.6,42,37,25,784,1500.0,2,2
1081,1,1,3.5,551,3,24,1715,600.0,2,2
1082,1,0,3.9,100,29,73,2310,200.0,2,2
1083,1,0,4.2,421,3,24,843,700.0,2,2
1084,1,0,3.1,38,29,73,440,300.0,2,2
1085,1,0,3.7,33,3,0,230,500.0,2,2
1086,1,0,3.7,662,29,24,270,650.0,2,2
1087,1,0,3.1,14,29,86,1065,250.0,2,2
1088,1,0,3.8,54,3,73,425,500.0,2,2
1089,1,0,4.1,92,0,73,729,300.0,2,2
1090,1,0,3.4,22,3,86,1098,300.0,2,2
1091,1,0,3.1,105,3,86,1635,500.0,2,2
1092,1,0,3.5,8,29,73,1962,500.0,2,2
1093,1,0,3.7,36,29,36,401,600.0,2,2
1094,1,0,3.7,14,3,37,1047,300.0,2,2
1095,1,0,4.0,23,29,11,294,200.0,2,2
1096,1,0,4.2,2350,29,24,1597,800.0,2,2
1098,1,0,3.9,120,3,73,433,300.0,2,2
1099,1,0,3.9,49,3,16,479,600.0,2,2
1100,1,0,3.7,184,0,73,1177,400.0,2,2
1101,1,1,3.6,225,3,24,406,700.0,2,2
1102,1,0,3.6,11,0,11,1387,200.0,2,2
1104,1,0,4.0,35,0,39,1049,300.0,2,2
1105,1,0,3.0,45,3,36,401,700.0,2,2
1106,1,0,3.2,56,3,73,1844,250.0,2,2
1107,1,0,4.0,869,0,36,359,500.0,2,2
1108,1,0,3.2,34,3,73,2080,300.0,2,2
1109,1,0,4.0,153,29,73,2313,200.0,2,2
1110,1,0,3.7,139,3,73,1762,400.0,2,2
1111,1,0,3.1,10,29,73,49,300.0,2,2
1113,1,0,3.7,181,3,36,401,500.0,2,2
1114,1,0,3.9,669,0,24,1597,500.0,2,2
1115,1,0,3.7,168,3,73,1524,600.0,2,2
1116,1,0,3.4,17,31,73,335,100.0,2,2
1118,1,0,3.8,170,3,73,1746,250.0,2,2
1119,1,0,4.0,112,29,73,2335,200.0,2,2
1120,1,0,3.0,43,3,73,1106,500.0,2,2
1121,1,0,3.8,58,0,73,273,300.0,2,2
1122,1,0,3.7,80,29,73,2165,400.0,2,2
1123,1,0,3.6,8,29,73,2164,300.0,2,2
1124,1,0,4.0,167,31,73,2239,400.0,2,2
1125,1,0,3.7,38,3,86,272,400.0,2,2
1126,1,0,3.8,29,3,13,1052,400.0,2,2
1127,1,0,3.9,85,29,73,2069,300.0,2,2
1128,1,0,2.6,473,0,73,1368,600.0,2,2
1130,1,0,3.4,13,0,85,1387,100.0,2,2
1131,1,0,3.7,217,29,24,1962,500.0,2,2
1132,1,0,3.8,21,0,73,746,300.0,2,2
1133,1,0,3.6,192,0,36,1256,450.0,2,2
1135,1,1,4.2,611,0,25,180,1500.0,2,2
1136,1,0,3.6,44,3,56,1556,200.0,2,2
1137,1,0,3.1,68,3,73,369,250.0,2,2
1138,1,0,3.1,16,3,82,2320,250.0,2,2
1139,1,0,4.0,166,3,36,2033,750.0,2,2
1140,1,0,4.1,46,29,16,680,600.0,2,2
1141,1,0,3.3,57,3,73,819,250.0,2,2
1142,1,0,3.5,11,0,11,1322,200.0,2,2
1143,1,1,4.4,2233,3,25,1012,1200.0,2,2
1144,1,0,4.0,107,0,73,1597,300.0,2,2
1145,1,0,4.2,306,0,36,1437,600.0,2,2
1146,1,0,3.7,32,3,73,2164,300.0,2,2
1148,1,1,3.8,756,29,24,1597,1000.0,2,2
1149,1,0,3.5,11,29,73,2079,200.0,2,2
1150,1,0,3.7,30,3,24,1962,800.0,2,2
1151,1,1,4.4,4309,29,63,871,1600.0,2,2
1152,1,0,4.0,212,3,73,1597,400.0,2,2
1153,1,0,2.9,153,3,73,258,600.0,2,2
1154,1,0,4.0,827,0,24,2069,500.0,2,2
1155,1,0,3.9,36,29,73,1025,400.0,2,2
1156,1,0,4.0,256,3,73,461,500.0,2,2
1157,1,0,3.6,8,3,73,814,400.0,2,2
1158,1,0,3.9,40,3,50,610,400.0,2,2
1159,1,0,3.9,73,3,86,2223,400.0,2,2
1160,1,0,4.2,169,29,16,512,600.0,2,2
1162,1,0,4.1,586,29,24,772,700.0,2,2
1163,1,0,3.5,221,0,84,1537,400.0,2,2
1164,1,0,2.9,22,29,36,1662,400.0,2,2
1165,1,0,3.5,177,0,73,273,500.0,2,2
1166,1,0,3.9,347,29,24,849,600.0,2,2
1167,1,0,3.0,347,3,73,2049,800.0,2,2
1168,1,0,3.9,385,29,73,2052,600.0,2,2
1169,1,0,3.8,37,29,85,2332,150.0,2,2
1170,1,0,3.2,18,29,5,233,300.0,2,2
1171,1,0,4.0,1305,29,24,871,750.0,2,2
1172,1,0,3.0,122,3,24,849,500.0,2,2
1173,1,0,3.5,47,29,73,2239,300.0,2,2
1174,1,0,3.5,20,3,73,1489,350.0,2,2
1175,1,0,3.4,7,29,86,1041,200.0,2,2
1177,1,0,4.3,539,29,73,861,300.0,2,2
1179,1,1,3.9,681,3,24,1770,800.0,2,2
1180,1,0,3.5,10,0,73,1635,250.0,2,2
1181,1,0,3.8,106,29,36,434,350.0,2,2
1182,1,1,4.1,1025,3,24,1597,1000.0,2,2
1185,1,0,3.6,132,3,14,2344,250.0,2,2
1186,1,0,3.7,26,3,16,601,900.0,2,2
1187,1,0,4.2,289,3,73,6,400.0,2,2
1188,1,0,3.9,407,29,24,1662,500.0,2,2
1189,1,0,3.6,25,37,24,1952,600.0,2,2
1190,1,0,3.9,201,3,73,1662,250.0,2,2
1191,1,0,3.1,106,3,24,782,450.0,2,2
1192,1,0,3.7,37,3,16,510,400.0,2,2
1193,1,0,4.1,203,29,76,518,650.0,2,2
1194,1,0,3.1,320,29,24,1906,600.0,2,2
1195,1,1,3.8,257,3,24,91,800.0,2,2
